feature_set,model,attribute,metric,class_label,point_estimate,ci_low,ci_high,bootstrap_std,n_boot_valid,n_groups_included,min_group_value,min_group_support,min,max_group_value,max_group_support,max,min_group_support_threshold
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,BusinessTravelFrequency,macro_f1,,0.07280909171156869,0.014813727969505242,0.16131746171778208,0.03919569348729697,500,3,Non-Travel,132,0.5166449558546823,Travel_Frequently,222,0.589454047566251,30
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,BusinessTravelFrequency,mean_predicted_probability,3.0,0.03464749132205491,0.0101290414029716,0.08949800039799663,0.020886079746748568,500,3,Travel_Frequently,222,0.7226023870847516,Travel_Rarely,846,0.7572498784068065,30
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,BusinessTravelFrequency,mean_predicted_probability,4.0,0.01734906601738659,0.007493461738706672,0.0402070220673303,0.008171190828047212,500,3,Travel_Rarely,846,0.08330927584204714,Travel_Frequently,222,0.10065834185943373,30
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,BusinessTravelFrequency,mean_predicted_probability,2.0,0.017298422062342472,0.008329156452533256,0.08655606373382703,0.02105435443241578,500,3,Travel_Rarely,846,0.15944084646959986,Travel_Frequently,222,0.17673926853194233,30
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,BusinessTravelFrequency,positive_prediction_rate,3.0,0.037281962813877745,0.012967338339782376,0.11427816898675007,0.028136737202263392,500,3,Travel_Frequently,222,0.7747747747747747,Travel_Rarely,846,0.8120567375886525,30
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,BusinessTravelFrequency,positive_prediction_rate,2.0,0.026356143377419955,0.009610111700234696,0.10889030951543435,0.027309746989603634,500,3,Travel_Rarely,846,0.18085106382978725,Travel_Frequently,222,0.2072072072072072,30
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,BusinessTravelFrequency,positive_prediction_rate,4.0,0.015635074145712444,0.004255304143597408,0.04892517389887653,0.01137768327664897,500,3,Travel_Rarely,846,0.0070921985815602835,Non-Travel,132,0.022727272727272728,30
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,BusinessTravelFrequency,precision,4.0,0.5,0.0,1.0,0.29058052047272276,500,3,Non-Travel,132,0.0,Travel_Frequently,222,0.5,30
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,BusinessTravelFrequency,precision,2.0,0.0635451505016722,0.019903963414634136,0.31847543594902744,0.07858784494182146,500,3,Non-Travel,132,0.6538461538461539,Travel_Frequently,222,0.717391304347826,30
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,BusinessTravelFrequency,precision,3.0,0.05347578468365344,0.015448484992409528,0.14027155484011747,0.03374976766382475,500,3,Non-Travel,132,0.7864077669902912,Travel_Rarely,846,0.8398835516739447,30
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,BusinessTravelFrequency,true_positive_rate,2.0,0.10512718600953896,0.023918227437964228,0.30394551389043434,0.06817830925853313,500,3,Travel_Rarely,846,0.7867647058823529,Travel_Frequently,222,0.8918918918918919,30
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,BusinessTravelFrequency,true_positive_rate,4.0,0.06451612903225806,0.0,0.16411290322580632,0.04497108687264862,500,3,Non-Travel,132,0.0,Travel_Frequently,222,0.06451612903225806,30
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,BusinessTravelFrequency,true_positive_rate,3.0,0.04928744147759423,0.014055215617715661,0.12459867411687722,0.030412437932759162,500,3,Non-Travel,132,0.8709677419354839,Travel_Rarely,846,0.9202551834130781,30
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,EducationBackground,accuracy,,0.07170731707317068,0.04815970092833589,0.17313685725657937,0.0325596283714253,500,5,Life Sciences,492,0.7682926829268293,Technical Degree,100,0.84,30
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,EducationBackground,false_positive_rate,3.0,0.45116279069767445,0.23496278620328434,0.7463973063973061,0.13413700349246838,500,5,Marketing,137,0.3488372093023256,Other,66,0.8,30
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,EducationBackground,false_positive_rate,2.0,0.04554023801107577,0.030686306521347507,0.10112982582041986,0.01906465122062287,500,5,Technical Degree,100,0.036585365853658534,Life Sciences,492,0.0821256038647343,30
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,EducationBackground,false_positive_rate,4.0,0.022727272727272728,0.009702830188679247,0.05787351207030808,0.012785552153868004,500,5,Other,66,0.0,Technical Degree,100,0.022727272727272728,30
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,EducationBackground,macro_f1,,0.19425194425194425,0.07237871412912228,0.4111358858056654,0.09052105969579839,500,5,Other,66,0.4686609686609686,Technical Degree,100,0.6629129129129129,30
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,EducationBackground,mean_predicted_probability,2.0,0.14194962766164076,0.08579008712328871,0.22046453504708247,0.03518200942393276,500,5,Other,66,0.06468288693698311,Marketing,137,0.2066325145986239,30
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,EducationBackground,mean_predicted_probability,3.0,0.1386351598024178,0.09091232430090244,0.2158844169247565,0.032276927170242574,500,5,Marketing,137,0.7199159620506485,Other,66,0.8585511218530663,30
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,EducationBackground,mean_predicted_probability,4.0,0.02605585357417306,0.014854906368185903,0.0595636257171617,0.0113671226479726,500,5,Marketing,137,0.07345152631857475,Technical Degree,100,0.09950737989274781,30
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,EducationBackground,positive_prediction_rate,3.0,0.17971687679716875,0.10871363385718227,0.2839784475478474,0.045409424223281404,500,5,Marketing,137,0.7445255474452555,Other,66,0.9242424242424242,30
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,EducationBackground,positive_prediction_rate,2.0,0.17241760672417605,0.09850398254228042,0.27063164745517315,0.04429618069838718,500,5,Other,66,0.07575757575757576,Marketing,137,0.24817518248175183,30
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,EducationBackground,positive_prediction_rate,4.0,0.04,0.010880813678128256,0.08343070980202796,0.01821984317089221,500,5,Other,66,0.0,Technical Degree,100,0.04,30
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,EducationBackground,precision,4.0,0.5,0.0,1.0,0.2935147803753076,500,4,Life Sciences,492,0.0,Technical Degree,100,0.5,30
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,EducationBackground,precision,2.0,0.43333333333333335,0.16275408878504677,0.8987820512820512,0.19698829090349215,500,5,Other,66,0.4,Technical Degree,100,0.8333333333333334,30
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,EducationBackground,precision,3.0,0.0581107710368538,0.0376275917065391,0.15826600724856535,0.032896175637219874,500,5,Life Sciences,492,0.8107416879795396,Other,66,0.8688524590163934,30
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,EducationBackground,true_positive_rate,2.0,0.26436781609195403,0.1532565499922332,0.9480743243243243,0.19986111061505743,500,5,Other,66,0.6666666666666666,Marketing,137,0.9310344827586207,30
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,EducationBackground,true_positive_rate,4.0,0.16666666666666666,0.0,0.4,0.11114619787191368,500,5,Life Sciences,492,0.0,Technical Degree,100,0.16666666666666666,30
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,EducationBackground,true_positive_rate,3.0,0.0691876750700281,0.042841574386716826,0.13090424839699788,0.022873224813770722,500,5,Life Sciences,492,0.8879551820728291,Technical Degree,100,0.9571428571428572,30
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,EmpDepartment,accuracy,,0.1286110011871784,0.07547757828077782,0.23377866670959288,0.04040783441356116,500,5,Development,361,0.7285318559556787,Finance,49,0.8571428571428571,30
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,EmpDepartment,false_positive_rate,3.0,0.4210526315789474,0.30939666394211846,0.6833409645909646,0.0936484214581153,500,5,Finance,49,0.3684210526315789,Development,361,0.7894736842105263,30
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,EmpDepartment,false_positive_rate,2.0,0.14080459770114942,0.10818713450292397,0.1779470287479129,0.018267642558237596,500,5,Finance,49,0.0,Development,361,0.14080459770114942,30
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,EmpDepartment,false_positive_rate,4.0,0.020833333333333332,0.00887249967172933,0.07063953488372089,0.015687883604054327,500,5,Finance,49,0.0,Human Resources,54,0.020833333333333332,30
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,EmpDepartment,macro_f1,,0.21481302816132547,0.17440107079804562,0.3025256866466538,0.032861175117975636,500,5,Development,361,0.37999073082153795,Finance,49,0.5948037589828634,30
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,EmpDepartment,mean_predicted_probability,3.0,0.059710581838264165,0.03627061742689333,0.15687675772248508,0.031144847799867106,500,5,Finance,49,0.7122978503454704,Development,361,0.7720084321837346,30
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,EmpDepartment,mean_predicted_probability,2.0,0.056334669959239775,0.03646407096240486,0.1731267830346426,0.03603089640712044,500,5,Development,361,0.14217413604889775,Finance,49,0.19850880600813753,30
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,EmpDepartment,mean_predicted_probability,4.0,0.022000101922337714,0.00963564296475909,0.061887351157111914,0.014645697052815933,500,5,Development,361,0.08581743042572937,Human Resources,54,0.10781753234806708,30
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,EmpDepartment,positive_prediction_rate,2.0,0.07871720116618075,0.0521532415109916,0.2440556402786059,0.04905300171178546,500,5,Research & Development,343,0.1661807580174927,Finance,49,0.24489795918367346,30
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,EmpDepartment,positive_prediction_rate,3.0,0.06997084548104959,0.05116380429871102,0.23481898907103826,0.046063631898071986,500,5,Finance,49,0.7551020408163265,Research & Development,343,0.8250728862973761,30
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,EmpDepartment,positive_prediction_rate,4.0,0.018518518518518517,0.009225852272727273,0.06319813829787231,0.013361783433327544,500,5,Finance,49,0.0,Human Resources,54,0.018518518518518517,30
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,EmpDepartment,precision,2.0,0.8166666666666667,0.6973044397463003,0.9168886198547215,0.056613805005403604,500,5,Development,361,0.18333333333333332,Finance,49,1.0,30
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,EmpDepartment,precision,4.0,0.3333333333333333,0.0,1.0,0.2697968192267447,500,4,Development,361,0.0,Research & Development,343,0.3333333333333333,30
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,EmpDepartment,precision,3.0,0.042831138237498734,0.040003474786083515,0.21703124999999998,0.046453225311567835,500,5,Research & Development,343,0.8056537102473498,Development,361,0.8484848484848485,30
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,EmpDepartment,true_positive_rate,3.0,0.17105263157894735,0.13474551522172182,0.21777119585338756,0.021298935959725672,500,5,Development,361,0.8289473684210527,Finance,49,1.0,30
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,EmpDepartment,true_positive_rate,2.0,0.06674208144796379,0.08225574712643678,0.4497474747474745,0.09322756659949309,500,5,Research & Development,343,0.7794117647058824,Development,361,0.8461538461538461,30
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,EmpDepartment,true_positive_rate,4.0,0.02857142857142857,0.0,0.1,0.026443791619619742,500,5,Development,361,0.0,Sales,373,0.02857142857142857,30
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,Gender,accuracy,,0.025045372050816694,0.0015056101980539028,0.06794072597749322,0.018076819624657656,500,2,Male,725,0.7875862068965517,Female,475,0.8126315789473684,30
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,Gender,false_positive_rate,3.0,0.030873015873015885,0.0029249969239421598,0.13646105102290665,0.037383087485236284,500,2,Female,475,0.48412698412698413,Male,725,0.515,30
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,Gender,false_positive_rate,2.0,0.01675742574257425,0.001210754545714552,0.04770193968909723,0.01247164932542571,500,2,Female,475,0.0575,Male,725,0.07425742574257425,30
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,Gender,false_positive_rate,4.0,0.002475682643853276,0.00014324690833194436,0.015452845455256251,0.004006640220175085,500,2,Male,725,0.009316770186335404,Female,475,0.01179245283018868,30
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,Gender,macro_f1,,0.042612454611987594,0.0026181747019414204,0.09171921983152474,0.0235852789299581,500,2,Male,725,0.5319698580568146,Female,475,0.5745823126688022,30
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,Gender,mean_predicted_probability,3.0,0.004570663798255659,0.0007111942183206793,0.042229758255229025,0.010847691368840515,500,2,Male,725,0.7465878323902344,Female,475,0.7511584961884901,30
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,Gender,mean_predicted_probability,2.0,0.0032263434431192284,0.0008419704785155478,0.04235904286333815,0.010886786403146973,500,2,Female,475,0.16144912795595653,Male,725,0.16467547139907576,30
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,Gender,mean_predicted_probability,4.0,0.001344317303845377,0.0001825343553070562,0.013708502421395999,0.0036539388064411953,500,2,Female,475,0.08739237793794781,Male,725,0.08873669524179319,30
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,Gender,positive_prediction_rate,2.0,0.014156079854809434,0.0007790278290903125,0.05730287272494953,0.015865992627474727,500,2,Female,475,0.17894736842105263,Male,725,0.19310344827586207,30
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,Gender,positive_prediction_rate,3.0,0.007695099818511797,0.0005630584821489148,0.056009376990766725,0.014788429237322634,500,2,Male,725,0.7986206896551724,Female,475,0.8063157894736842,30
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,Gender,positive_prediction_rate,4.0,0.00646098003629764,0.0003226660148579984,0.019112505312350325,0.005117287051261088,500,2,Male,725,0.008275862068965517,Female,475,0.014736842105263158,30
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,Gender,precision,4.0,0.2857142857142857,0.0,0.6666666666666666,0.18965447509202704,500,2,Male,725,0.0,Female,475,0.2857142857142857,30
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,Gender,precision,2.0,0.05084033613445371,0.0037355578921325406,0.1683599803557786,0.04785422921183526,500,2,Male,725,0.6785714285714286,Female,475,0.7294117647058823,30
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,Gender,precision,3.0,0.018623989321644885,0.0008919080828961453,0.062466870524380894,0.017216232810256523,500,2,Male,725,0.8221070811744386,Female,475,0.8407310704960835,30
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,Gender,true_positive_rate,4.0,0.0392156862745098,0.0,0.1,0.028506572519351937,500,2,Male,725,0.0,Female,475,0.0392156862745098,30
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,Gender,true_positive_rate,2.0,0.028347338935574173,0.0014977171935101037,0.14378955067543153,0.03911040528796539,500,2,Male,725,0.7983193277310925,Female,475,0.8266666666666667,30
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,Gender,true_positive_rate,3.0,0.015969436485195887,0.000757887246079636,0.050912247580886895,0.014033616852614937,500,2,Male,725,0.9066666666666666,Female,475,0.9226361031518625,30
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,MaritalStatus,accuracy,,0.032574354504848024,0.00824963674323129,0.09228875399058083,0.022908651266095315,500,3,Married,548,0.7883211678832117,Divorced,268,0.8208955223880597,30
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,MaritalStatus,false_positive_rate,3.0,0.0910394265232975,0.024222847712063636,0.2362044110723587,0.0551207900545429,500,3,Married,548,0.4645161290322581,Single,384,0.5555555555555556,30
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,MaritalStatus,false_positive_rate,2.0,0.02754341415465268,0.009577746614503533,0.06896416017582066,0.014872006988730611,500,3,Single,384,0.05504587155963303,Married,548,0.08258928571428571,30
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,MaritalStatus,false_positive_rate,4.0,0.011195779958457443,0.004036141132378845,0.02787915853112573,0.006370247905917659,500,3,Single,384,0.003003003003003003,Married,548,0.014198782961460446,30
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,MaritalStatus,macro_f1,,0.025467984892487472,0.007418953350567206,0.08959798190720974,0.021401309567368097,500,3,Married,548,0.5359180510033523,Single,384,0.5613860358958398,30
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,MaritalStatus,mean_predicted_probability,2.0,0.04217599055140264,0.02004668685182979,0.09007364813114534,0.018543022197659555,500,3,Divorced,268,0.14379461467354698,Married,548,0.18597060522494963,30
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,MaritalStatus,mean_predicted_probability,3.0,0.034765283958751336,0.01577079355799517,0.08122402840881975,0.01730126875337196,500,3,Married,548,0.7297724882535038,Single,384,0.7645377722122552,30
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,MaritalStatus,mean_predicted_probability,4.0,0.008595359242221268,0.001840831180091743,0.02364588678954801,0.005646085910864787,500,3,Married,548,0.08425690762802315,Divorced,268,0.09285226687024442,30
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,MaritalStatus,positive_prediction_rate,3.0,0.0606561739659367,0.027945508249673838,0.1202158739529518,0.023758773542914537,500,3,Married,548,0.7700729927007299,Single,384,0.8307291666666666,30
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,MaritalStatus,positive_prediction_rate,2.0,0.055694951338199516,0.025575590884109586,0.1147997633836143,0.023117283949178155,500,3,Single,384,0.16145833333333334,Married,548,0.21715328467153286,30
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,MaritalStatus,positive_prediction_rate,4.0,0.004961222627737226,0.001567643014069126,0.02182841806558774,0.005431642607445804,500,3,Single,384,0.0078125,Married,548,0.012773722627737226,30
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,MaritalStatus,precision,4.0,0.6666666666666666,0.0,1.0,0.34277936711874535,500,3,Divorced,268,0.0,Single,384,0.6666666666666666,30
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,MaritalStatus,precision,3.0,0.04329139420417305,0.008506773965495923,0.10571289938049688,0.024575222667317893,500,3,Single,384,0.8119122257053292,Divorced,268,0.8552036199095022,30
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,MaritalStatus,precision,2.0,0.02060178910273791,0.018681207446892185,0.21513888888888877,0.05264339372753933,500,3,Married,548,0.6890756302521008,Single,384,0.7096774193548387,30
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,MaritalStatus,true_positive_rate,2.0,0.06590801327643436,0.021159014557670823,0.21977272727272726,0.05459409827931004,500,3,Single,384,0.7719298245614035,Divorced,268,0.8378378378378378,30
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,MaritalStatus,true_positive_rate,3.0,0.04782055537116936,0.019325332006331804,0.09155721827974514,0.018416202495754003,500,3,Married,548,0.8905852417302799,Single,384,0.9384057971014492,30
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,MaritalStatus,true_positive_rate,4.0,0.0392156862745098,0.0,0.10416666666666667,0.027767390653100448,500,3,Divorced,268,0.0,Single,384,0.0392156862745098,30
