feature_set,model,attribute,group_value,n_samples,support_warning,class_label,accuracy,macro_f1,actual_class_support,predicted_class_support,positive_prediction_rate,true_positive_rate,false_positive_rate,precision,mean_predicted_probability
no_salary_hike_no_attrition_no_department,xgboost,EducationBackground,Human Resources,21,True,3,0.8571428571428571,0.5887445887445887,16,17,0.8095238095238095,0.9375,0.4,0.8823529411764706,0.7426276680614267
no_salary_hike_no_attrition_no_department,xgboost,EducationBackground,Human Resources,21,True,4,0.8571428571428571,0.5887445887445887,2,0,0.0,0.0,0.0,,0.08783375706878446
no_salary_hike_no_attrition_no_department,xgboost,EducationBackground,Life Sciences,492,False,2,0.8373983739837398,0.5846249610955493,78,83,0.16869918699186992,0.8846153846153846,0.033816425120772944,0.8313253012048193,0.16126165844850138
no_salary_hike_no_attrition_no_department,xgboost,EducationBackground,Life Sciences,492,False,3,0.8373983739837398,0.5846249610955493,357,408,0.8292682926829268,0.9607843137254902,0.48148148148148145,0.8406862745098039,0.7469798433140102
no_salary_hike_no_attrition_no_department,xgboost,EducationBackground,Life Sciences,492,False,4,0.8373983739837398,0.5846249610955493,57,1,0.0020325203252032522,0.0,0.0022988505747126436,0.0,0.09175849612352696
no_salary_hike_no_attrition_no_department,xgboost,EducationBackground,Marketing,137,False,2,0.8540145985401459,0.6369658119658119,29,35,0.25547445255474455,0.9655172413793104,0.06481481481481481,0.8,0.2262708626069973
no_salary_hike_no_attrition_no_department,xgboost,EducationBackground,Marketing,137,False,3,0.8540145985401459,0.6369658119658119,94,101,0.7372262773722628,0.9361702127659575,0.3023255813953488,0.8712871287128713,0.7080319312394318
no_salary_hike_no_attrition_no_department,xgboost,EducationBackground,Marketing,137,False,4,0.8540145985401459,0.6369658119658119,14,1,0.0072992700729927005,0.07142857142857142,0.0,1.0,0.0656972077197606
no_salary_hike_no_attrition_no_department,xgboost,EducationBackground,Medical,384,False,2,0.8619791666666666,0.6055251828962311,63,63,0.1640625,0.9047619047619048,0.018691588785046728,0.9047619047619048,0.15775125812814395
no_salary_hike_no_attrition_no_department,xgboost,EducationBackground,Medical,384,False,3,0.8619791666666666,0.6055251828962311,281,320,0.8333333333333334,0.9750889679715302,0.44660194174757284,0.85625,0.7537171085593096
no_salary_hike_no_attrition_no_department,xgboost,EducationBackground,Medical,384,False,4,0.8619791666666666,0.6055251828962311,40,1,0.0026041666666666665,0.0,0.0029069767441860465,0.0,0.08853163298590516
no_salary_hike_no_attrition_no_department,xgboost,EducationBackground,Other,66,False,2,0.8787878787878788,0.5964487489911218,3,4,0.06060606060606061,1.0,0.015873015873015872,0.75,0.06015498208227765
no_salary_hike_no_attrition_no_department,xgboost,EducationBackground,Other,66,False,3,0.8787878787878788,0.5964487489911218,56,62,0.9393939393939394,0.9821428571428571,0.7,0.8870967741935484,0.8577400036156178
no_salary_hike_no_attrition_no_department,xgboost,EducationBackground,Other,66,False,4,0.8787878787878788,0.5964487489911218,7,0,0.0,0.0,0.0,,0.08210501708725298
no_salary_hike_no_attrition_no_department,xgboost,EducationBackground,Technical Degree,100,False,2,0.83,0.5921020358106451,18,18,0.18,0.8888888888888888,0.024390243902439025,0.8888888888888888,0.168060319058568
no_salary_hike_no_attrition_no_department,xgboost,EducationBackground,Technical Degree,100,False,3,0.83,0.5921020358106451,70,81,0.81,0.9571428571428572,0.4666666666666667,0.8271604938271605,0.735040920600295
no_salary_hike_no_attrition_no_department,xgboost,EducationBackground,Technical Degree,100,False,4,0.83,0.5921020358106451,12,1,0.01,0.0,0.011363636363636364,0.0,0.09689876311225816
no_salary_hike_no_attrition_no_department,xgboost,BusinessTravelFrequency,Non-Travel,132,False,2,0.8257575757575758,0.6059184812953657,21,24,0.18181818181818182,1.0,0.02702702702702703,0.875,0.1651668761747494
no_salary_hike_no_attrition_no_department,xgboost,BusinessTravelFrequency,Non-Travel,132,False,3,0.8257575757575758,0.6059184812953657,93,106,0.803030303030303,0.946236559139785,0.46153846153846156,0.8301886792452831,0.7266638533099357
no_salary_hike_no_attrition_no_department,xgboost,BusinessTravelFrequency,Non-Travel,132,False,4,0.8257575757575758,0.6059184812953657,18,2,0.015151515151515152,0.0,0.017543859649122806,0.0,0.10816927202695022
no_salary_hike_no_attrition_no_department,xgboost,BusinessTravelFrequency,Travel_Frequently,222,False,2,0.8198198198198198,0.5872189349112426,37,38,0.17117117117117117,0.8918918918918919,0.02702702702702703,0.868421052631579,0.16693546875293586
no_salary_hike_no_attrition_no_department,xgboost,BusinessTravelFrequency,Travel_Frequently,222,False,3,0.8198198198198198,0.5872189349112426,154,184,0.8288288288288288,0.9675324675324676,0.5147058823529411,0.8097826086956522,0.7341981735709753
no_salary_hike_no_attrition_no_department,xgboost,BusinessTravelFrequency,Travel_Frequently,222,False,4,0.8198198198198198,0.5872189349112426,31,0,0.0,0.0,0.0,,0.09886635573232663
no_salary_hike_no_attrition_no_department,xgboost,BusinessTravelFrequency,Travel_Rarely,846,False,2,0.8605200945626478,0.6014585558650871,136,145,0.17139479905437352,0.8970588235294118,0.0323943661971831,0.8413793103448276,0.161218908324114
no_salary_hike_no_attrition_no_department,xgboost,BusinessTravelFrequency,Travel_Rarely,846,False,3,0.8605200945626478,0.6014585558650871,627,699,0.8262411347517731,0.9649122807017544,0.4292237442922374,0.8655221745350501,0.7573762616257119
no_salary_hike_no_attrition_no_department,xgboost,BusinessTravelFrequency,Travel_Rarely,846,False,4,0.8605200945626478,0.6014585558650871,83,2,0.002364066193853428,0.012048192771084338,0.001310615989515072,0.5,0.08140482987501783
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,Gender,Female,475,False,2,0.8126315789473684,0.5745823126688022,75,85,0.17894736842105263,0.8266666666666667,0.0575,0.7294117647058823,0.16144912795595653
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,Gender,Female,475,False,3,0.8126315789473684,0.5745823126688022,349,383,0.8063157894736842,0.9226361031518625,0.48412698412698413,0.8407310704960835,0.7511584961884901
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,Gender,Female,475,False,4,0.8126315789473684,0.5745823126688022,51,7,0.014736842105263158,0.0392156862745098,0.01179245283018868,0.2857142857142857,0.08739237793794784
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,Gender,Male,725,False,2,0.7875862068965517,0.5319698580568146,119,140,0.19310344827586207,0.7983193277310925,0.07425742574257425,0.6785714285714286,0.16467547139907576
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,Gender,Male,725,False,3,0.7875862068965517,0.5319698580568146,525,579,0.7986206896551724,0.9066666666666666,0.515,0.8221070811744386,0.7465878323902344
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,Gender,Male,725,False,4,0.7875862068965517,0.5319698580568146,81,6,0.008275862068965517,0.0,0.009316770186335404,0.0,0.08873669524179321
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,MaritalStatus,Divorced,268,False,2,0.8208955223880597,0.5509186808091346,37,44,0.16417910447761194,0.8378378378378378,0.05627705627705628,0.7045454545454546,0.14379461467354698
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,MaritalStatus,Divorced,268,False,3,0.8208955223880597,0.5509186808091346,205,221,0.8246268656716418,0.9219512195121952,0.5079365079365079,0.8552036199095022,0.7633531197015919
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,MaritalStatus,Divorced,268,False,4,0.8208955223880597,0.5509186808091346,26,3,0.011194029850746268,0.0,0.012396694214876033,0.0,0.09285226687024445
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,MaritalStatus,Married,548,False,2,0.7883211678832117,0.5359180510033523,100,119,0.21715328467153286,0.82,0.08258928571428571,0.6890756302521008,0.18597060522494963
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,MaritalStatus,Married,548,False,3,0.7883211678832117,0.5359180510033523,393,422,0.7700729927007299,0.8905852417302799,0.4645161290322581,0.8293838862559242,0.7297724882535038
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,MaritalStatus,Married,548,False,4,0.7883211678832117,0.5359180510033523,55,7,0.012773722627737226,0.0,0.014198782961460446,0.0,0.0842569076280232
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,MaritalStatus,Single,384,False,2,0.7942708333333334,0.5613860358958398,57,62,0.16145833333333334,0.7719298245614035,0.05504587155963303,0.7096774193548387,0.1448677191344435
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,MaritalStatus,Single,384,False,3,0.7942708333333334,0.5613860358958398,276,319,0.8307291666666666,0.9384057971014492,0.5555555555555556,0.8119122257053292,0.7645377722122552
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,MaritalStatus,Single,384,False,4,0.7942708333333334,0.5613860358958398,51,3,0.0078125,0.0392156862745098,0.003003003003003003,0.6666666666666666,0.0905945069516747
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,EmpDepartment,Data Science,20,True,2,0.8,0.46078431372549017,1,3,0.15,1.0,0.10526315789473684,0.3333333333333333,0.14402659554762068
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,EmpDepartment,Data Science,20,True,3,0.8,0.46078431372549017,17,17,0.85,0.8823529411764706,0.6666666666666666,0.8823529411764706,0.7737141497433185
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,EmpDepartment,Data Science,20,True,4,0.8,0.46078431372549017,2,0,0.0,0.0,0.0,,0.08225927312741987
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,EmpDepartment,Development,361,False,2,0.7285318559556787,0.37999073082153795,13,60,0.16620498614958448,0.8461538461538461,0.14080459770114942,0.18333333333333332,0.14217413604889778
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,EmpDepartment,Development,361,False,3,0.7285318559556787,0.37999073082153795,304,297,0.8227146814404432,0.8289473684210527,0.7894736842105263,0.8484848484848485,0.7720084321837346
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,EmpDepartment,Development,361,False,4,0.7285318559556787,0.37999073082153795,44,4,0.0110803324099723,0.0,0.012618296529968454,0.0,0.08581743042572941
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,EmpDepartment,Finance,49,False,2,0.8571428571428571,0.5948037589828634,15,12,0.24489795918367346,0.8,0.0,1.0,0.19850880600813758
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,EmpDepartment,Finance,49,False,3,0.8571428571428571,0.5948037589828634,30,37,0.7551020408163265,1.0,0.3684210526315789,0.8108108108108109,0.7122978503454704
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,EmpDepartment,Finance,49,False,4,0.8571428571428571,0.5948037589828634,4,0,0.0,0.0,0.0,,0.08919334920047194
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,EmpDepartment,Human Resources,54,False,2,0.8148148148148148,0.5733846812152331,10,9,0.16666666666666666,0.8,0.022727272727272728,0.8888888888888888,0.15253154880796232
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,EmpDepartment,Human Resources,54,False,3,0.8148148148148148,0.5733846812152331,38,44,0.8148148148148148,0.9473684210526315,0.5,0.8181818181818182,0.7396509234827978
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,EmpDepartment,Human Resources,54,False,4,0.8148148148148148,0.5733846812152331,6,1,0.018518518518518517,0.0,0.020833333333333332,0.0,0.10781753234806712
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,EmpDepartment,Research & Development,343,False,2,0.8221574344023324,0.5918220502901353,68,57,0.1661807580174927,0.7794117647058824,0.014545454545454545,0.9298245614035088,0.15139342067867914
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,EmpDepartment,Research & Development,343,False,3,0.8221574344023324,0.5918220502901353,234,283,0.8250728862973761,0.9743589743589743,0.5045871559633027,0.8056537102473498,0.7591281471551333
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,EmpDepartment,Research & Development,343,False,4,0.8221574344023324,0.5918220502901353,41,3,0.008746355685131196,0.024390243902439025,0.006622516556291391,0.3333333333333333,0.08947843062533907
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,EmpDepartment,Sales,373,False,2,0.8310991957104558,0.5926955238563699,87,84,0.225201072386059,0.8275862068965517,0.04195804195804196,0.8571428571428571,0.1929787643324105
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,EmpDepartment,Sales,373,False,3,0.8310991957104558,0.5926955238563699,251,284,0.7613941018766756,0.9442231075697212,0.38524590163934425,0.8345070422535211,0.720328252412998
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,EmpDepartment,Sales,373,False,4,0.8310991957104558,0.5926955238563699,35,5,0.013404825737265416,0.02857142857142857,0.011834319526627219,0.2,0.08669298434980843
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,EducationBackground,Human Resources,21,True,2,0.8095238095238095,0.5163398692810457,3,3,0.14285714285714285,0.6666666666666666,0.05555555555555555,0.6666666666666666,0.148544606104094
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,EducationBackground,Human Resources,21,True,3,0.8095238095238095,0.5163398692810457,16,18,0.8571428571428571,0.9375,0.6,0.8333333333333334,0.7626687976576033
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,EducationBackground,Human Resources,21,True,4,0.8095238095238095,0.5163398692810457,2,0,0.0,0.0,0.0,,0.08878660714253783
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,EducationBackground,Life Sciences,492,False,2,0.7682926829268293,0.5175986316754763,78,95,0.19308943089430894,0.782051282051282,0.0821256038647343,0.6421052631578947,0.16721604506570228
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,EducationBackground,Life Sciences,492,False,3,0.7682926829268293,0.5175986316754763,357,391,0.7947154471544715,0.8879551820728291,0.5481481481481482,0.8107416879795396,0.7402044685512055
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,EducationBackground,Life Sciences,492,False,4,0.7682926829268293,0.5175986316754763,57,6,0.012195121951219513,0.0,0.013793103448275862,0.0,0.09257948661423705
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,EducationBackground,Marketing,137,False,2,0.8321167883211679,0.5816326530612245,29,34,0.24817518248175183,0.9310344827586207,0.06481481481481481,0.7941176470588235,0.2066325145986239
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,EducationBackground,Marketing,137,False,3,0.8321167883211679,0.5816326530612245,94,102,0.7445255474452555,0.925531914893617,0.3488372093023256,0.8529411764705882,0.7199159620506485
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,EducationBackground,Marketing,137,False,4,0.8321167883211679,0.5816326530612245,14,1,0.0072992700729927005,0.0,0.008130081300813009,0.0,0.0734515263185748
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,EducationBackground,Medical,384,False,2,0.8046875,0.5418013837291373,63,70,0.18229166666666666,0.7936507936507936,0.06230529595015576,0.7142857142857143,0.16281174130485473
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,EducationBackground,Medical,384,False,3,0.8046875,0.5418013837291373,281,312,0.8125,0.9217081850533808,0.5145631067961165,0.8301282051282052,0.7503348583025703
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,EducationBackground,Medical,384,False,4,0.8046875,0.5418013837291373,40,2,0.005208333333333333,0.0,0.005813953488372093,0.0,0.08685339924947282
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,EducationBackground,Other,66,False,2,0.8333333333333334,0.4686609686609686,3,5,0.07575757575757576,0.6666666666666666,0.047619047619047616,0.4,0.06468288693698317
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,EducationBackground,Other,66,False,3,0.8333333333333334,0.4686609686609686,56,61,0.9242424242424242,0.9464285714285714,0.8,0.8688524590163934,0.8585511218530663
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,EducationBackground,Other,66,False,4,0.8333333333333334,0.4686609686609686,7,0,0.0,0.0,0.0,,0.07676598484712568
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,EducationBackground,Technical Degree,100,False,2,0.84,0.6629129129129129,18,18,0.18,0.8333333333333334,0.036585365853658534,0.8333333333333334,0.15590887943981216
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,EducationBackground,Technical Degree,100,False,3,0.84,0.6629129129129129,70,78,0.78,0.9571428571428572,0.36666666666666664,0.8589743589743589,0.7445837446302176
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,EducationBackground,Technical Degree,100,False,4,0.84,0.6629129129129129,12,4,0.04,0.16666666666666666,0.022727272727272728,0.5,0.09950737989274785
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,BusinessTravelFrequency,Non-Travel,132,False,2,0.7424242424242424,0.5166449558546823,21,26,0.19696969696969696,0.8095238095238095,0.08108108108108109,0.6538461538461539,0.16632559709118636
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,BusinessTravelFrequency,Non-Travel,132,False,3,0.7424242424242424,0.5166449558546823,93,103,0.7803030303030303,0.8709677419354839,0.5641025641025641,0.7864077669902912,0.735040432632421
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,BusinessTravelFrequency,Non-Travel,132,False,4,0.7424242424242424,0.5166449558546823,18,3,0.022727272727272728,0.0,0.02631578947368421,0.0,0.09863397208832655
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,BusinessTravelFrequency,Travel_Frequently,222,False,2,0.7882882882882883,0.589454047566251,37,46,0.2072072072072072,0.8918918918918919,0.07027027027027027,0.717391304347826,0.17673926853194233
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,BusinessTravelFrequency,Travel_Frequently,222,False,3,0.7882882882882883,0.589454047566251,154,172,0.7747747747747747,0.9090909090909091,0.47058823529411764,0.813953488372093,0.7226023870847516
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,BusinessTravelFrequency,Travel_Frequently,222,False,4,0.7882882882882883,0.589454047566251,31,4,0.018018018018018018,0.06451612903225806,0.010471204188481676,0.5,0.10065834185943377
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,BusinessTravelFrequency,Travel_Rarely,846,False,2,0.8085106382978723,0.5395729426160293,136,153,0.18085106382978725,0.7867647058823529,0.0647887323943662,0.6993464052287581,0.15944084646959986
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,BusinessTravelFrequency,Travel_Rarely,846,False,3,0.8085106382978723,0.5395729426160293,627,687,0.8120567375886525,0.9202551834130781,0.502283105022831,0.8398835516739447,0.7572498784068065
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,BusinessTravelFrequency,Travel_Rarely,846,False,4,0.8085106382978723,0.5395729426160293,83,6,0.0070921985815602835,0.0,0.007863695937090432,0.0,0.08330927584204717
