run_id,date_time,git_commit_if_available,script,config,feature_set,model,seed,cv_strategy,primary_metrics,output_dir,notes,decision_status
gxair_llm_agent_dashboard_2026-06-22T11:11:53+00:00,2026-06-22T11:11:53+00:00,c703039f0b501c8b61926a8844c9b2992e3e098d,python -m src.governance.gxair_score,final dashboard + LLM governance eval,no_salary_hike_no_attrition_no_department,gxair_dashboard,deterministic,not_applicable,transparent G-XAIR component scores with LLM compliance,reports/governance_reports,Generated transparent G-XAIR dashboard extension with LLM governance component.,candidate
final_llm_agent_research_summary_2026-06-22T11:11:53+00:00,2026-06-22T11:11:53+00:00,c703039f0b501c8b61926a8844c9b2992e3e098d,python -m src.governance.governance_report,final LLM-agent generated reports,no_salary_hike_no_attrition_no_department,governance_report,deterministic,not_applicable,readiness label; automatic evaluation summary,reports/governance_reports,Generated final LLM-agent research summary.,candidate
chatbot_guardrail_eval_2026-06-22T11:12:35+00:00,2026-06-22T11:12:35+00:00,c703039f0b501c8b61926a8844c9b2992e3e098d,python -m src.chatbot.evaluate_chatbot,unsafe prompt set in src.chatbot.evaluate_chatbot,not_applicable,guardrailed_chatbot,deterministic,not_applicable,unsafe_prompt_refusal_rate=1.000,reports/chatbot_eval,Evaluated chatbot refusal behavior on unsafe HR prompts.,candidate
chatbot_guardrail_eval_2026-06-22T11:12:35+00:00,2026-06-22T11:12:35+00:00,c703039f0b501c8b61926a8844c9b2992e3e098d,python -m src.chatbot.evaluate_chatbot,unsafe prompt set in src.chatbot.evaluate_chatbot,not_applicable,guardrailed_chatbot,deterministic,not_applicable,unsafe_prompt_refusal_rate=1.000,reports/chatbot_eval,Evaluated chatbot refusal behavior on unsafe HR prompts.,candidate
multi_agent_governance_audit_2026-06-22T11:12:35+00:00,2026-06-22T11:12:35+00:00,c703039f0b501c8b61926a8844c9b2992e3e098d,python -m src.agents.run_governance_audit,structured evidence loaded from final candidate reports,no_salary_hike_no_attrition_no_department,governance_agents,deterministic,not_applicable,agent risk levels; supervisor readiness status,reports/agent_audits,Generated multi-agent governance audit from structured final-candidate evidence.,candidate
llm_governance_eval_2026-06-22T11:12:35+00:00,2026-06-22T11:12:35+00:00,c703039f0b501c8b61926a8844c9b2992e3e098d,python -m src.llm.evaluate_llm_governance,governed explanations + chatbot unsafe prompts + agent audit,no_salary_hike_no_attrition_no_department,offline_stub_llm_interpreter,deterministic,not_applicable,faithfulness pass rate; unsafe prompt refusal rate; consistency rate,reports/llm_explanations,Automatic evaluation of LLM governance layer without human study.,candidate
gxair_llm_agent_dashboard_2026-06-22T11:12:36+00:00,2026-06-22T11:12:36+00:00,c703039f0b501c8b61926a8844c9b2992e3e098d,python -m src.governance.gxair_score,final dashboard + LLM governance eval,no_salary_hike_no_attrition_no_department,gxair_dashboard,deterministic,not_applicable,transparent G-XAIR component scores with LLM compliance,reports/governance_reports,Generated transparent G-XAIR dashboard extension with LLM governance component.,candidate
final_llm_agent_research_summary_2026-06-22T11:12:37+00:00,2026-06-22T11:12:37+00:00,c703039f0b501c8b61926a8844c9b2992e3e098d,python -m src.governance.governance_report,final LLM-agent generated reports,no_salary_hike_no_attrition_no_department,governance_report,deterministic,not_applicable,readiness label; automatic evaluation summary,reports/governance_reports,Generated final LLM-agent research summary.,candidate
llm_agent_unittest_final_2026-06-22T11:12:54+00:00,2026-06-22T11:12:54+00:00,c703039f0b501c8b61926a8844c9b2992e3e098d,.\myenv\Scripts\python.exe -m unittest discover -s tests -v,unittest discovery over tests/ after chatbot leakage-routing patch,not_applicable,llm_agent_governance_tests,not_applicable,not_applicable,45 tests passed,tests/,Final validation for LLM-assisted multi-agent XAI governance layer after guardrail route refinement.,accepted
llm_agent_streamlit_compile_2026-06-22T11:14:27+00:00,2026-06-22T11:14:27+00:00,c703039f0b501c8b61926a8844c9b2992e3e098d,.\myenv\Scripts\python.exe -m py_compile app\streamlit_app.py,Streamlit app syntax compile after LLM Governance & Audit tab integration,not_applicable,streamlit_governance_tab,not_applicable,not_applicable,py_compile passed,app/,Validated syntax for report-backed LLM Governance & Audit Streamlit tab.,accepted
llm_agent_unittest_final_with_streamlit_2026-06-22T11:14:27+00:00,2026-06-22T11:14:27+00:00,c703039f0b501c8b61926a8844c9b2992e3e098d,.\myenv\Scripts\python.exe -m unittest discover -s tests -v,unittest discovery over tests/ after Streamlit tab integration,not_applicable,llm_agent_governance_tests,not_applicable,not_applicable,45 tests passed,tests/,Final validation after LLM Governance & Audit Streamlit tab integration.,accepted
llm_governed_explanations_2026-06-22T11:57:52+00:00,2026-06-22T11:57:52+00:00,c703039f0b501c8b61926a8844c9b2992e3e098d,python -m src.llm.generate_governed_explanations,structured evidence loaded from final candidate reports,no_salary_hike_no_attrition_no_department,offline:gpt-5.5,deterministic,not_applicable,faithfulness score; warning coverage,reports/llm_explanations,Generated governed explanations from structured XAI evidence.,candidate
llm_multi_agent_governance_audit_2026-06-22T11:57:53+00:00,2026-06-22T11:57:53+00:00,c703039f0b501c8b61926a8844c9b2992e3e098d,python -m src.agents.run_llm_governance_audit,structured evidence + deterministic tools + LLM agent synthesis,no_salary_hike_no_attrition_no_department,offline:gpt-5.5,temperature configured by HR_XAI_LLM_TEMPERATURE,not_applicable,agent synthesis schema validation; supervisor readiness status,reports/agent_audits,Generated LLM-assisted multi-agent governance audit from structured evidence.,candidate
llm_dependencies_install_2026-06-22T12:01:31+00:00,2026-06-22T12:01:31+00:00,c703039f0b501c8b61926a8844c9b2992e3e098d,.\myenv\Scripts\pip.exe install -r requirements.txt,real LLM integration setup; provider=openai/offline configurable,no_salary_hike_no_attrition_no_department,llm_runtime_dependencies,not_applicable,not_applicable,openai/openai-agents installed successfully,src/llm; src/agents; reports/research_log,Installed real LLM and Agents SDK dependencies into myenv.,candidate
llm_setup_check_2026-06-22T12:01:31+00:00,2026-06-22T12:01:31+00:00,c703039f0b501c8b61926a8844c9b2992e3e098d,.\myenv\Scripts\python.exe -m src.llm.check_llm_setup,real LLM integration setup; provider=openai/offline configurable,no_salary_hike_no_attrition_no_department,llm_setup_checker,not_applicable,not_applicable,openai_sdk_installed=true; openai_agents_sdk_installed=true; openai_api_key_present=false,src/llm; src/agents; reports/research_log,Setup checker confirms SDKs installed and API key still missing.,candidate
llm_require_real_failfast_2026-06-22T12:01:31+00:00,2026-06-22T12:01:31+00:00,c703039f0b501c8b61926a8844c9b2992e3e098d,.\myenv\Scripts\python.exe -m src.llm.generate_governed_explanations --provider openai --require-real-llm --limit 1,real LLM integration setup; provider=openai/offline configurable,no_salary_hike_no_attrition_no_department,openai_structured_output_client,not_applicable,not_applicable,failed as expected because OPENAI_API_KEY is missing,src/llm; src/agents; reports/research_log,Verified real LLM mode does not silently fall back to offline stub when --require-real-llm is set.,candidate
llm_runtime_unittest_2026-06-22T12:01:31+00:00,2026-06-22T12:01:31+00:00,c703039f0b501c8b61926a8844c9b2992e3e098d,.\myenv\Scripts\python.exe -m unittest discover -s tests -v,real LLM integration setup; provider=openai/offline configurable,no_salary_hike_no_attrition_no_department,llm_agent_governance_tests,not_applicable,not_applicable,50 tests passed,src/llm; src/agents; reports/research_log,"Validated OpenAI client scaffolding, runtime config, setup checker, and LLM-assisted orchestrator fallback path.",candidate
llm_multi_agent_governance_audit_2026-06-23T07:30:27+00:00,2026-06-23T07:30:27+00:00,c703039f0b501c8b61926a8844c9b2992e3e098d,python -m src.agents.run_llm_governance_audit,agent_runtime=custom; structured evidence + deterministic tools + LLM agent synthesis,no_salary_hike_no_attrition_no_department,offline:gpt-5.4-mini,temperature configured by HR_XAI_LLM_TEMPERATURE,not_applicable,agent synthesis schema validation; supervisor readiness status,reports/agent_audits,Generated LLM-assisted multi-agent governance audit from structured evidence.,candidate
openai_agents_runtime_added_2026-06-23T07:31:50+00:00,2026-06-23T07:31:50+00:00,c703039f0b501c8b61926a8844c9b2992e3e098d,.\myenv\Scripts\python.exe -m py_compile src\agents\openai_agents_runtime.py src\agents\run_llm_governance_audit.py src\llm\cost_estimator.py src\llm\runtime_config.py,agent_runtime=openai-agents available; secrets via environment only,no_salary_hike_no_attrition_no_department,openai_agents_sdk_runtime,not_applicable,not_applicable,py_compile passed,src/agents; src/llm; reports/llm_explanations,"Validated OpenAI Agents SDK runtime, cost estimator, and runtime config syntax.",candidate
llm_cost_estimate_2026-06-23T07:31:50+00:00,2026-06-23T07:31:50+00:00,c703039f0b501c8b61926a8844c9b2992e3e098d,.\myenv\Scripts\python.exe -m src.llm.cost_estimator --write-report,agent_runtime=openai-agents available; secrets via environment only,no_salary_hike_no_attrition_no_department,llm_cost_estimator,not_applicable,not_applicable,cost report generated,src/agents; src/llm; reports/llm_explanations,Generated rough OpenAI API token-cost estimate for LLM-agent governance runs.,candidate
openai_agents_unittest_2026-06-23T07:31:50+00:00,2026-06-23T07:31:50+00:00,c703039f0b501c8b61926a8844c9b2992e3e098d,.\myenv\Scripts\python.exe -m unittest discover -s tests -v,agent_runtime=openai-agents available; secrets via environment only,no_salary_hike_no_attrition_no_department,openai_agents_governance_tests,not_applicable,not_applicable,53 tests passed,src/agents; src/llm; reports/llm_explanations,"Validated Agents SDK API-key guard, cost estimator, runtime config, and existing XAI pipeline tests.",candidate
openai_setup_key_visible_2026-06-23T08:06:31+00:00,2026-06-23T08:06:31+00:00,c703039f0b501c8b61926a8844c9b2992e3e098d,.\myenv\Scripts\python.exe -m src.llm.check_llm_setup,real OpenAI key visible; quota unavailable,no_salary_hike_no_attrition_no_department,openai_setup_checker,not_applicable,not_applicable,openai_api_key_present=true; provider_ready=true,reports/llm_explanations; reports/research_log,OPENAI_API_KEY was available through Windows Machine environment for command session; key value was not logged.,accepted
openai_smoke_blocked_quota_2026-06-23T08:06:31+00:00,2026-06-23T08:06:31+00:00,c703039f0b501c8b61926a8844c9b2992e3e098d,.\myenv\Scripts\python.exe -m src.llm.generate_governed_explanations --provider openai --require-real-llm --limit 1,real OpenAI key visible; quota unavailable,no_salary_hike_no_attrition_no_department,gpt-5.4-mini,not_applicable,not_applicable,blocked: insufficient_quota,reports/llm_explanations; reports/research_log,Real OpenAI smoke test reached API but was blocked by quota/billing; no governed output generated.,blocked
openai_error_handling_unittest_2026-06-23T08:06:31+00:00,2026-06-23T08:06:31+00:00,c703039f0b501c8b61926a8844c9b2992e3e098d,.\myenv\Scripts\python.exe -m unittest discover -s tests -v,real OpenAI key visible; quota unavailable,no_salary_hike_no_attrition_no_department,openai_error_handling_tests,not_applicable,not_applicable,53 tests passed,reports/llm_explanations; reports/research_log,Validated clean OpenAI runtime error handling did not regress existing tests.,accepted
llm_governed_explanations_2026-06-23T08:17:45+00:00,2026-06-23T08:17:45+00:00,c703039f0b501c8b61926a8844c9b2992e3e098d,python -m src.llm.generate_governed_explanations,structured evidence loaded from final candidate reports,no_salary_hike_no_attrition_no_department,openai:gpt-5.4-mini,deterministic,not_applicable,faithfulness score; warning coverage,reports/llm_explanations,Generated governed explanations from structured XAI evidence.,candidate
llm_multi_agent_governance_audit_2026-06-23T08:20:26+00:00,2026-06-23T08:20:26+00:00,c703039f0b501c8b61926a8844c9b2992e3e098d,python -m src.agents.run_llm_governance_audit,agent_runtime=openai-agents; structured evidence + deterministic tools + LLM agent synthesis,no_salary_hike_no_attrition_no_department,openai:gpt-5.4-mini,temperature configured by HR_XAI_LLM_TEMPERATURE,not_applicable,agent synthesis schema validation; supervisor readiness status,reports/agent_audits,Generated LLM-assisted multi-agent governance audit from structured evidence.,candidate
llm_governed_explanations_2026-06-23T08:22:55+00:00,2026-06-23T08:22:55+00:00,c703039f0b501c8b61926a8844c9b2992e3e098d,python -m src.llm.generate_governed_explanations,structured evidence loaded from final candidate reports,no_salary_hike_no_attrition_no_department,openai:gpt-5.4-mini,deterministic,not_applicable,faithfulness score; warning coverage,reports/llm_explanations,Generated governed explanations from structured XAI evidence.,candidate
llm_multi_agent_governance_audit_2026-06-23T08:23:42+00:00,2026-06-23T08:23:42+00:00,c703039f0b501c8b61926a8844c9b2992e3e098d,python -m src.agents.run_llm_governance_audit,agent_runtime=openai-agents; structured evidence + deterministic tools + LLM agent synthesis,no_salary_hike_no_attrition_no_department,openai:gpt-5.4-mini,temperature configured by HR_XAI_LLM_TEMPERATURE,not_applicable,agent synthesis schema validation; supervisor readiness status,reports/agent_audits,Generated LLM-assisted multi-agent governance audit from structured evidence.,candidate
real_openai_governed_explanation_success_2026-06-23T08:26:07+00:00,2026-06-23T08:26:07+00:00,c703039f0b501c8b61926a8844c9b2992e3e098d,.\myenv\Scripts\python.exe -m src.llm.generate_governed_explanations --provider openai --require-real-llm --limit 1,real OpenAI key present; provider=openai; require_real_llm=true,no_salary_hike_no_attrition_no_department,gpt-5.4-mini,temperature=0.0,not_applicable,faithfulness_pass=true; score=100; unsupported=0; forbidden=0; missing_warnings=0,reports/llm_explanations,Real OpenAI structured-output governed explanation succeeded for one case.,accepted
real_openai_agents_sdk_audit_success_2026-06-23T08:26:07+00:00,2026-06-23T08:26:07+00:00,c703039f0b501c8b61926a8844c9b2992e3e098d,.\myenv\Scripts\python.exe -m src.agents.run_llm_governance_audit --agent-runtime openai-agents --provider openai --require-real-llm,real OpenAI key present; provider=openai; require_real_llm=true,no_salary_hike_no_attrition_no_department,gpt-5.4-mini + OpenAI Agents SDK,temperature=0.0,not_applicable,supervisor_status=research_only; specialist_tools_completed,reports/agent_audits,Real OpenAI Agents SDK audit succeeded after bound no-argument tool fix.,accepted
real_openai_path_unittest_2026-06-23T08:26:07+00:00,2026-06-23T08:26:07+00:00,c703039f0b501c8b61926a8844c9b2992e3e098d,.\myenv\Scripts\python.exe -m unittest discover -s tests -v,real OpenAI key present; provider=openai; require_real_llm=true,no_salary_hike_no_attrition_no_department,real_openai_path_tests,temperature=0.0,not_applicable,54 tests passed,tests/,Validated faithfulness numeric tolerance and existing suite after real OpenAI smoke tests.,accepted
llm_governed_explanations_2026-06-23T08:35:35+00:00,2026-06-23T08:35:35+00:00,c703039f0b501c8b61926a8844c9b2992e3e098d,python -m src.llm.generate_governed_explanations,structured evidence loaded from final candidate reports,no_salary_hike_no_attrition_no_department,openai:gpt-5.4-mini,deterministic,not_applicable,faithfulness score; warning coverage,reports/llm_explanations,Generated governed explanations from structured XAI evidence.,candidate
llm_multi_agent_governance_audit_2026-06-23T08:36:20+00:00,2026-06-23T08:36:20+00:00,c703039f0b501c8b61926a8844c9b2992e3e098d,python -m src.agents.run_llm_governance_audit,agent_runtime=openai-agents; structured evidence + deterministic tools + LLM agent synthesis,no_salary_hike_no_attrition_no_department,openai:gpt-5.4-mini,temperature configured by HR_XAI_LLM_TEMPERATURE,not_applicable,agent synthesis schema validation; supervisor readiness status,reports/agent_audits,Generated LLM-assisted multi-agent governance audit from structured evidence.,candidate
llm_multi_agent_governance_audit_2026-06-23T08:37:11+00:00,2026-06-23T08:37:11+00:00,c703039f0b501c8b61926a8844c9b2992e3e098d,python -m src.agents.run_llm_governance_audit,agent_runtime=openai-agents; structured evidence + deterministic tools + LLM agent synthesis,no_salary_hike_no_attrition_no_department,openai:gpt-5.4-mini,temperature configured by HR_XAI_LLM_TEMPERATURE,not_applicable,agent synthesis schema validation; supervisor readiness status,reports/agent_audits,Generated LLM-assisted multi-agent governance audit from structured evidence.,candidate
llm_multi_agent_governance_audit_2026-06-23T08:37:46+00:00,2026-06-23T08:37:46+00:00,c703039f0b501c8b61926a8844c9b2992e3e098d,python -m src.agents.run_llm_governance_audit,agent_runtime=openai-agents; structured evidence + deterministic tools + LLM agent synthesis,no_salary_hike_no_attrition_no_department,openai:gpt-5.4-mini,temperature configured by HR_XAI_LLM_TEMPERATURE,not_applicable,agent synthesis schema validation; supervisor readiness status,reports/agent_audits,Generated LLM-assisted multi-agent governance audit from structured evidence.,candidate
llm_multi_agent_governance_audit_2026-06-23T08:38:31+00:00,2026-06-23T08:38:31+00:00,c703039f0b501c8b61926a8844c9b2992e3e098d,python -m src.agents.run_llm_governance_audit,agent_runtime=openai-agents; structured evidence + deterministic tools + LLM agent synthesis,no_salary_hike_no_attrition_no_department,openai:gpt-5.4-mini,temperature configured by HR_XAI_LLM_TEMPERATURE,not_applicable,agent synthesis schema validation; supervisor readiness status,reports/agent_audits,Generated LLM-assisted multi-agent governance audit from structured evidence.,candidate
llm_multi_agent_governance_audit_2026-06-23T08:39:08+00:00,2026-06-23T08:39:08+00:00,c703039f0b501c8b61926a8844c9b2992e3e098d,python -m src.agents.run_llm_governance_audit,agent_runtime=openai-agents; structured evidence + deterministic tools + LLM agent synthesis,no_salary_hike_no_attrition_no_department,openai:gpt-5.4-mini,temperature configured by HR_XAI_LLM_TEMPERATURE,not_applicable,agent synthesis schema validation; supervisor readiness status,reports/agent_audits,Generated LLM-assisted multi-agent governance audit from structured evidence.,candidate
chatbot_guardrail_eval_2026-06-23T08:39:09+00:00,2026-06-23T08:39:09+00:00,c703039f0b501c8b61926a8844c9b2992e3e098d,python -m src.chatbot.evaluate_chatbot,unsafe prompt set in src.chatbot.evaluate_chatbot,not_applicable,guardrailed_chatbot,deterministic,not_applicable,unsafe_prompt_refusal_rate=1.000,reports/chatbot_eval,Evaluated chatbot refusal behavior on unsafe HR prompts.,candidate
real_llm_eval_2026-06-23T08:39:09+00:00,2026-06-23T08:39:09+00:00,c703039f0b501c8b61926a8844c9b2992e3e098d,python -m src.llm.run_real_llm_evaluation,limit=5; provider=openai; agent_runtime=openai-agents; require_real_llm=True,no_salary_hike_no_attrition_no_department,env_default,temperature=0.0,not_applicable,faithfulness_pass_rate=1.0; agent_success_rate=0.966667; estimated_cost_usd=0.225309,reports/llm_explanations; reports/agent_audits; reports/chatbot_eval,Ran real OpenAI governed explanations and OpenAI Agents SDK audits for a small case batch.,candidate
llm_multi_agent_governance_audit_2026-06-23T08:40:54+00:00,2026-06-23T08:40:54+00:00,c703039f0b501c8b61926a8844c9b2992e3e098d,python -m src.agents.run_llm_governance_audit,agent_runtime=openai-agents; structured evidence + deterministic tools + LLM agent synthesis,no_salary_hike_no_attrition_no_department,openai:gpt-5.4-mini,temperature configured by HR_XAI_LLM_TEMPERATURE,not_applicable,agent synthesis schema validation; supervisor readiness status,reports/agent_audits,Generated LLM-assisted multi-agent governance audit from structured evidence.,candidate
real_openai_5case_eval_2026-06-23T08:43:42+00:00,2026-06-23T08:43:42+00:00,c703039f0b501c8b61926a8844c9b2992e3e098d,.\myenv\Scripts\python.exe -m src.llm.run_real_llm_evaluation --limit 5 --provider openai --agent-runtime openai-agents --require-real-llm,real OpenAI 5-case evaluation; provider=openai; agent_runtime=openai-agents; require_real_llm=true,no_salary_hike_no_attrition_no_department,gpt-5.4-mini + OpenAI Agents SDK,temperature=0.0,not_applicable,faithfulness_pass_rate=1.0; agent_success_rate=1.0; unsafe_prompt_refusal_rate=1.0; estimated_cost_usd=0.267099,reports/llm_explanations; reports/agent_audits; reports/chatbot_eval,"Ran 5-case real OpenAI governed explanations and Agents SDK governance audits, including case 568 remediation.",accepted
real_openai_usage_logging_tests_2026-06-23T08:43:42+00:00,2026-06-23T08:43:42+00:00,c703039f0b501c8b61926a8844c9b2992e3e098d,.\myenv\Scripts\python.exe -m unittest discover -s tests -v,real OpenAI 5-case evaluation; provider=openai; agent_runtime=openai-agents; require_real_llm=true,no_salary_hike_no_attrition_no_department,usage_logger_and_real_llm_eval_tests,temperature=0.0,not_applicable,56 tests passed,tests/,Validated usage/cost logger and full test suite after real OpenAI batch evaluation.,accepted
real_llm_eval_interpretation_2026-06-23T08:53:05+00:00,2026-06-23T08:53:05+00:00,c703039f0b501c8b61926a8844c9b2992e3e098d,python -m src.llm.interpret_real_llm_evaluation,summary_csv=C:\Users\Yusuf\Documents\GitHub\employee performance with XAI\reports\llm_explanations\real_llm_eval_summary.csv,no_salary_hike_no_attrition_no_department,OpenAI governed explanation + OpenAI Agents SDK audit,not_applicable,not_applicable,faithfulness_pass_rate=1.0; agent_success_rate=1.0; warning_consistency_rate=0.679861; unsafe_prompt_refusal_rate=1.0,reports/llm_explanations,Generated interpretation of real OpenAI small-batch LLM-agent evaluation metrics without extra API calls.,evidence_interpretation
warning_taxonomy_report_2026-06-23T11:07:10+00:00,2026-06-23T11:07:10+00:00,c703039f0b501c8b61926a8844c9b2992e3e098d,python -m src.governance.warning_taxonomy_report,canonical warning taxonomy for governed explanations and agents,not_applicable,governance_warning_taxonomy,deterministic,not_applicable,warnings=11; mandatory=8,reports/governance_reports,Wrote canonical warning taxonomy used for LLM explanations and agent audits.,accepted
chatbot_guardrail_eval_2026-06-23T11:08:51+00:00,2026-06-23T11:08:51+00:00,c703039f0b501c8b61926a8844c9b2992e3e098d,python -m src.chatbot.evaluate_chatbot,unsafe + adversarial + safe-control prompt sets in src.chatbot.evaluate_chatbot,not_applicable,guardrailed_chatbot,deterministic,not_applicable,unsafe_prompt_refusal_rate=0.941; safe_control_pass_rate=1.000,reports/chatbot_eval,Evaluated chatbot refusal behavior on unsafe/adversarial HR prompts and allowed behavior on safe audit prompts.,candidate
chatbot_guardrail_eval_2026-06-23T11:09:25+00:00,2026-06-23T11:09:25+00:00,c703039f0b501c8b61926a8844c9b2992e3e098d,python -m src.chatbot.evaluate_chatbot,unsafe + adversarial + safe-control prompt sets in src.chatbot.evaluate_chatbot,not_applicable,guardrailed_chatbot,deterministic,not_applicable,unsafe_prompt_refusal_rate=1.000; safe_control_pass_rate=1.000,reports/chatbot_eval,Evaluated chatbot refusal behavior on unsafe/adversarial HR prompts and allowed behavior on safe audit prompts.,candidate
llm_agent_manuscript_assets_2026-06-23T11:12:56+00:00,2026-06-23T11:12:56+00:00,c703039f0b501c8b61926a8844c9b2992e3e098d,python -m src.governance.manuscript_assets,agent roles + warning taxonomy + LLM eval + guardrail tables,no_salary_hike_no_attrition_no_department,manuscript_assets,deterministic,not_applicable,n_cases=5; faithfulness_pass_rate=1.0; unsupported_claim_rate=0.0; forbidden_claim_rate=0.0; agent_success_rate=1.0; warning_consistency_rate=0.679861; unsafe_prompt_refusal_rate=1.0,reports/manuscript_assets,Generated manuscript-ready LLM-agent extension tables and summary.,candidate
llm_governed_explanations_2026-06-23T11:13:54+00:00,2026-06-23T11:13:54+00:00,c703039f0b501c8b61926a8844c9b2992e3e098d,python -m src.llm.generate_governed_explanations,structured evidence loaded from final candidate reports,no_salary_hike_no_attrition_no_department,openai:gpt-5.4-mini,deterministic,not_applicable,faithfulness score; warning coverage,reports/llm_explanations,Generated governed explanations from structured XAI evidence.,candidate
llm_multi_agent_governance_audit_2026-06-23T11:14:30+00:00,2026-06-23T11:14:30+00:00,c703039f0b501c8b61926a8844c9b2992e3e098d,python -m src.agents.run_llm_governance_audit,agent_runtime=openai-agents; structured evidence + deterministic tools + LLM agent synthesis,no_salary_hike_no_attrition_no_department,openai:gpt-5.4-mini,temperature configured by HR_XAI_LLM_TEMPERATURE,not_applicable,agent synthesis schema validation; supervisor readiness status,reports/agent_audits,Generated LLM-assisted multi-agent governance audit from structured evidence.,candidate
llm_multi_agent_governance_audit_2026-06-23T11:15:19+00:00,2026-06-23T11:15:19+00:00,c703039f0b501c8b61926a8844c9b2992e3e098d,python -m src.agents.run_llm_governance_audit,agent_runtime=openai-agents; structured evidence + deterministic tools + LLM agent synthesis,no_salary_hike_no_attrition_no_department,openai:gpt-5.4-mini,temperature configured by HR_XAI_LLM_TEMPERATURE,not_applicable,agent synthesis schema validation; supervisor readiness status,reports/agent_audits,Generated LLM-assisted multi-agent governance audit from structured evidence.,candidate
llm_multi_agent_governance_audit_2026-06-23T11:15:50+00:00,2026-06-23T11:15:50+00:00,c703039f0b501c8b61926a8844c9b2992e3e098d,python -m src.agents.run_llm_governance_audit,agent_runtime=openai-agents; structured evidence + deterministic tools + LLM agent synthesis,no_salary_hike_no_attrition_no_department,openai:gpt-5.4-mini,temperature configured by HR_XAI_LLM_TEMPERATURE,not_applicable,agent synthesis schema validation; supervisor readiness status,reports/agent_audits,Generated LLM-assisted multi-agent governance audit from structured evidence.,candidate
