run_id,date_time,git_commit_if_available,script,config,feature_set,model,seed,cv_strategy,primary_metrics,output_dir,notes,decision_status
llm_multi_agent_governance_audit_2026-06-23T11:16:28+00:00,2026-06-23T11:16:28+00:00,c703039f0b501c8b61926a8844c9b2992e3e098d,python -m src.agents.run_llm_governance_audit,agent_runtime=openai-agents; structured evidence + deterministic tools + LLM agent synthesis,no_salary_hike_no_attrition_no_department,openai:gpt-5.4-mini,temperature configured by HR_XAI_LLM_TEMPERATURE,not_applicable,agent synthesis schema validation; supervisor readiness status,reports/agent_audits,Generated LLM-assisted multi-agent governance audit from structured evidence.,candidate
llm_multi_agent_governance_audit_2026-06-23T11:17:04+00:00,2026-06-23T11:17:04+00:00,c703039f0b501c8b61926a8844c9b2992e3e098d,python -m src.agents.run_llm_governance_audit,agent_runtime=openai-agents; structured evidence + deterministic tools + LLM agent synthesis,no_salary_hike_no_attrition_no_department,openai:gpt-5.4-mini,temperature configured by HR_XAI_LLM_TEMPERATURE,not_applicable,agent synthesis schema validation; supervisor readiness status,reports/agent_audits,Generated LLM-assisted multi-agent governance audit from structured evidence.,candidate
chatbot_guardrail_eval_2026-06-23T11:17:05+00:00,2026-06-23T11:17:05+00:00,c703039f0b501c8b61926a8844c9b2992e3e098d,python -m src.chatbot.evaluate_chatbot,unsafe + adversarial + safe-control prompt sets in src.chatbot.evaluate_chatbot,not_applicable,guardrailed_chatbot,deterministic,not_applicable,unsafe_prompt_refusal_rate=1.000; safe_control_pass_rate=1.000,reports/chatbot_eval,Evaluated chatbot refusal behavior on unsafe/adversarial HR prompts and allowed behavior on safe audit prompts.,candidate
real_llm_eval_2026-06-23T11:17:05+00:00,2026-06-23T11:17:05+00:00,c703039f0b501c8b61926a8844c9b2992e3e098d,python -m src.llm.run_real_llm_evaluation,limit=10; provider=openai; agent_runtime=openai-agents; require_real_llm=True,no_salary_hike_no_attrition_no_department,env_default,temperature=0.0,not_applicable,faithfulness_pass_rate=1.0; agent_success_rate=1.0; estimated_cost_usd=0.23105,reports/llm_explanations; reports/agent_audits; reports/chatbot_eval,Ran real OpenAI governed explanations and OpenAI Agents SDK audits for a small case batch.,candidate
supplemental_reason_codes_2026-06-23T11:19:45+00:00,2026-06-23T11:19:45+00:00,c703039f0b501c8b61926a8844c9b2992e3e098d,python -m src.llm.build_supplemental_reason_codes,source_dir=C:\Users\Yusuf\Documents\GitHub\employee performance with XAI\reports\leakage_safe\xgboost_no_salary_hike_no_attrition_no_department\shap; final-policy forbidden features filtered,no_salary_hike_no_attrition_no_department,xgboost,deterministic_existing_shap_outputs,not_applicable,written=5; skipped=0,reports/xai/final_candidates/reason_code_examples,Built supplemental reason-code evidence from existing XGBoost local grouped SHAP tables for larger LLM evaluation.,accepted
llm_governed_explanations_2026-06-23T11:21:24+00:00,2026-06-23T11:21:24+00:00,c703039f0b501c8b61926a8844c9b2992e3e098d,python -m src.llm.generate_governed_explanations,structured evidence loaded from final candidate reports,no_salary_hike_no_attrition_no_department,openai:gpt-5.4-mini,deterministic,not_applicable,faithfulness score; warning coverage,reports/llm_explanations,Generated governed explanations from structured XAI evidence.,candidate
llm_multi_agent_governance_audit_2026-06-23T11:22:01+00:00,2026-06-23T11:22:01+00:00,c703039f0b501c8b61926a8844c9b2992e3e098d,python -m src.agents.run_llm_governance_audit,agent_runtime=openai-agents; structured evidence + deterministic tools + LLM agent synthesis,no_salary_hike_no_attrition_no_department,openai:gpt-5.4-mini,temperature configured by HR_XAI_LLM_TEMPERATURE,not_applicable,agent synthesis schema validation; supervisor readiness status,reports/agent_audits,Generated LLM-assisted multi-agent governance audit from structured evidence.,candidate
llm_multi_agent_governance_audit_2026-06-23T11:22:37+00:00,2026-06-23T11:22:37+00:00,c703039f0b501c8b61926a8844c9b2992e3e098d,python -m src.agents.run_llm_governance_audit,agent_runtime=openai-agents; structured evidence + deterministic tools + LLM agent synthesis,no_salary_hike_no_attrition_no_department,openai:gpt-5.4-mini,temperature configured by HR_XAI_LLM_TEMPERATURE,not_applicable,agent synthesis schema validation; supervisor readiness status,reports/agent_audits,Generated LLM-assisted multi-agent governance audit from structured evidence.,candidate
llm_multi_agent_governance_audit_2026-06-23T11:23:23+00:00,2026-06-23T11:23:23+00:00,c703039f0b501c8b61926a8844c9b2992e3e098d,python -m src.agents.run_llm_governance_audit,agent_runtime=openai-agents; structured evidence + deterministic tools + LLM agent synthesis,no_salary_hike_no_attrition_no_department,openai:gpt-5.4-mini,temperature configured by HR_XAI_LLM_TEMPERATURE,not_applicable,agent synthesis schema validation; supervisor readiness status,reports/agent_audits,Generated LLM-assisted multi-agent governance audit from structured evidence.,candidate
llm_multi_agent_governance_audit_2026-06-23T11:24:01+00:00,2026-06-23T11:24:01+00:00,c703039f0b501c8b61926a8844c9b2992e3e098d,python -m src.agents.run_llm_governance_audit,agent_runtime=openai-agents; structured evidence + deterministic tools + LLM agent synthesis,no_salary_hike_no_attrition_no_department,openai:gpt-5.4-mini,temperature configured by HR_XAI_LLM_TEMPERATURE,not_applicable,agent synthesis schema validation; supervisor readiness status,reports/agent_audits,Generated LLM-assisted multi-agent governance audit from structured evidence.,candidate
llm_multi_agent_governance_audit_2026-06-23T11:24:44+00:00,2026-06-23T11:24:44+00:00,c703039f0b501c8b61926a8844c9b2992e3e098d,python -m src.agents.run_llm_governance_audit,agent_runtime=openai-agents; structured evidence + deterministic tools + LLM agent synthesis,no_salary_hike_no_attrition_no_department,openai:gpt-5.4-mini,temperature configured by HR_XAI_LLM_TEMPERATURE,not_applicable,agent synthesis schema validation; supervisor readiness status,reports/agent_audits,Generated LLM-assisted multi-agent governance audit from structured evidence.,candidate
llm_multi_agent_governance_audit_2026-06-23T11:25:24+00:00,2026-06-23T11:25:24+00:00,c703039f0b501c8b61926a8844c9b2992e3e098d,python -m src.agents.run_llm_governance_audit,agent_runtime=openai-agents; structured evidence + deterministic tools + LLM agent synthesis,no_salary_hike_no_attrition_no_department,openai:gpt-5.4-mini,temperature configured by HR_XAI_LLM_TEMPERATURE,not_applicable,agent synthesis schema validation; supervisor readiness status,reports/agent_audits,Generated LLM-assisted multi-agent governance audit from structured evidence.,candidate
llm_multi_agent_governance_audit_2026-06-23T11:26:01+00:00,2026-06-23T11:26:01+00:00,c703039f0b501c8b61926a8844c9b2992e3e098d,python -m src.agents.run_llm_governance_audit,agent_runtime=openai-agents; structured evidence + deterministic tools + LLM agent synthesis,no_salary_hike_no_attrition_no_department,openai:gpt-5.4-mini,temperature configured by HR_XAI_LLM_TEMPERATURE,not_applicable,agent synthesis schema validation; supervisor readiness status,reports/agent_audits,Generated LLM-assisted multi-agent governance audit from structured evidence.,candidate
llm_multi_agent_governance_audit_2026-06-23T11:26:35+00:00,2026-06-23T11:26:35+00:00,c703039f0b501c8b61926a8844c9b2992e3e098d,python -m src.agents.run_llm_governance_audit,agent_runtime=openai-agents; structured evidence + deterministic tools + LLM agent synthesis,no_salary_hike_no_attrition_no_department,openai:gpt-5.4-mini,temperature configured by HR_XAI_LLM_TEMPERATURE,not_applicable,agent synthesis schema validation; supervisor readiness status,reports/agent_audits,Generated LLM-assisted multi-agent governance audit from structured evidence.,candidate
llm_multi_agent_governance_audit_2026-06-23T11:27:16+00:00,2026-06-23T11:27:16+00:00,c703039f0b501c8b61926a8844c9b2992e3e098d,python -m src.agents.run_llm_governance_audit,agent_runtime=openai-agents; structured evidence + deterministic tools + LLM agent synthesis,no_salary_hike_no_attrition_no_department,openai:gpt-5.4-mini,temperature configured by HR_XAI_LLM_TEMPERATURE,not_applicable,agent synthesis schema validation; supervisor readiness status,reports/agent_audits,Generated LLM-assisted multi-agent governance audit from structured evidence.,candidate
llm_multi_agent_governance_audit_2026-06-23T11:27:58+00:00,2026-06-23T11:27:58+00:00,c703039f0b501c8b61926a8844c9b2992e3e098d,python -m src.agents.run_llm_governance_audit,agent_runtime=openai-agents; structured evidence + deterministic tools + LLM agent synthesis,no_salary_hike_no_attrition_no_department,openai:gpt-5.4-mini,temperature configured by HR_XAI_LLM_TEMPERATURE,not_applicable,agent synthesis schema validation; supervisor readiness status,reports/agent_audits,Generated LLM-assisted multi-agent governance audit from structured evidence.,candidate
chatbot_guardrail_eval_2026-06-23T11:27:58+00:00,2026-06-23T11:27:58+00:00,c703039f0b501c8b61926a8844c9b2992e3e098d,python -m src.chatbot.evaluate_chatbot,unsafe + adversarial + safe-control prompt sets in src.chatbot.evaluate_chatbot,not_applicable,guardrailed_chatbot,deterministic,not_applicable,unsafe_prompt_refusal_rate=1.000; safe_control_pass_rate=1.000,reports/chatbot_eval,Evaluated chatbot refusal behavior on unsafe/adversarial HR prompts and allowed behavior on safe audit prompts.,candidate
real_llm_eval_2026-06-23T11:27:58+00:00,2026-06-23T11:27:58+00:00,c703039f0b501c8b61926a8844c9b2992e3e098d,python -m src.llm.run_real_llm_evaluation,limit=10; provider=openai; agent_runtime=openai-agents; require_real_llm=True,no_salary_hike_no_attrition_no_department,env_default,temperature=0.0,not_applicable,faithfulness_pass_rate=0.9; agent_success_rate=1.0; estimated_cost_usd=0.440754,reports/llm_explanations; reports/agent_audits; reports/chatbot_eval,Ran real OpenAI governed explanations and OpenAI Agents SDK audits for a small case batch.,candidate
real_llm_report_refresh_2026-06-23T11:30:09+00:00,2026-06-23T11:30:09+00:00,c703039f0b501c8b61926a8844c9b2992e3e098d,python -m src.llm.refresh_real_llm_reports,limit=10; no API calls; recompute faithfulness and summary from saved outputs,no_salary_hike_no_attrition_no_department,saved_openai_outputs,not_applicable,not_applicable,faithfulness_pass_rate=1.0; agent_success_rate=1.0; warning_consistency_rate=0.829497,reports/llm_explanations,Refreshed real LLM reports after checker warning-variant remediation without new API calls.,accepted
real_llm_eval_interpretation_2026-06-23T11:30:18+00:00,2026-06-23T11:30:18+00:00,c703039f0b501c8b61926a8844c9b2992e3e098d,python -m src.llm.interpret_real_llm_evaluation,summary_csv=C:\Users\Yusuf\Documents\GitHub\employee performance with XAI\reports\llm_explanations\real_llm_eval_summary.csv,no_salary_hike_no_attrition_no_department,OpenAI governed explanation + OpenAI Agents SDK audit,not_applicable,not_applicable,faithfulness_pass_rate=1.0; agent_success_rate=1.0; warning_consistency_rate=0.829497; unsafe_prompt_refusal_rate=1.0,reports/llm_explanations,Generated interpretation of real OpenAI small-batch LLM-agent evaluation metrics without extra API calls.,evidence_interpretation
llm_agent_manuscript_assets_2026-06-23T11:30:18+00:00,2026-06-23T11:30:18+00:00,c703039f0b501c8b61926a8844c9b2992e3e098d,python -m src.governance.manuscript_assets,agent roles + warning taxonomy + LLM eval + guardrail tables,no_salary_hike_no_attrition_no_department,manuscript_assets,deterministic,not_applicable,n_cases=10; faithfulness_pass_rate=1.0; unsupported_claim_rate=0.0; forbidden_claim_rate=0.0; agent_success_rate=1.0; warning_consistency_rate=0.829497; unsafe_prompt_refusal_rate=1.0,reports/manuscript_assets,Generated manuscript-ready LLM-agent extension tables and summary.,candidate
real_llm_eval_interpretation_2026-06-23T11:30:40+00:00,2026-06-23T11:30:40+00:00,c703039f0b501c8b61926a8844c9b2992e3e098d,python -m src.llm.interpret_real_llm_evaluation,summary_csv=C:\Users\Yusuf\Documents\GitHub\employee performance with XAI\reports\llm_explanations\real_llm_eval_summary.csv,no_salary_hike_no_attrition_no_department,OpenAI governed explanation + OpenAI Agents SDK audit,not_applicable,not_applicable,faithfulness_pass_rate=1.0; agent_success_rate=1.0; warning_consistency_rate=0.829497; unsafe_prompt_refusal_rate=1.0,reports/llm_explanations,Generated interpretation of real OpenAI small-batch LLM-agent evaluation metrics without extra API calls.,evidence_interpretation
llm_agent_five_stage_validation_2026-06-23T11:32:39+00:00,2026-06-23T11:32:39+00:00,c703039f0b501c8b61926a8844c9b2992e3e098d,.\myenv\Scripts\python.exe -m unittest discover -s tests -v; text secret scan,warning taxonomy + adversarial guardrails + streamlit governance + manuscript assets + 10-case real OpenAI evaluation,no_salary_hike_no_attrition_no_department,xgboost + gpt-5.4-mini governed explanation + OpenAI Agents SDK,temperature=0.0,not_applicable,67 tests passed; text_secret_pattern_hits=0; real_openai_cases=10; faithfulness_pass_rate=1.0; agent_success_rate=1.0; guardrail_refusal_rate=1.0,reports/llm_explanations; reports/agent_audits; reports/chatbot_eval; reports/governance_reports; reports/manuscript_assets,Completed five follow-up LLM-agent governance stages and wrote PROJECT_CONTINUATION_HANDOFF.md.,accepted
external_dataset_audit_ibm_hr_analytics_attrition_2026-06-24T07:09:45+00:00,2026-06-24T07:09:45+00:00,c318d933fd81bf05e3eb4529704cb21388d3e1ca,python -m src.data.external_audit,data/external/ibm_hr_analytics/schema_mapping.json,not_applicable,not_applicable,not_applicable,not_applicable,"{""labels"": [0, 1], ""rows"": 1470, ""task_type"": ""binary_attrition""}",reports\external_validation\ibm_hr_analytics_attrition,"External dataset schema, target, leakage, sensitive, proxy, missingness, and duplicate audit.",candidate
external_dataset_audit_employee_turnover_primary_2026-06-24T07:09:45+00:00,2026-06-24T07:09:45+00:00,c318d933fd81bf05e3eb4529704cb21388d3e1ca,python -m src.data.external_audit,data/external/employee_turnover/schema_mapping.json,not_applicable,not_applicable,not_applicable,not_applicable,"{""labels"": [0, 1], ""rows"": 14999, ""task_type"": ""binary_turnover""}",reports\external_validation\employee_turnover,"External dataset schema, target, leakage, sensitive, proxy, missingness, and duplicate audit.",candidate
external_dataset_audit_hrdataset_v14_primary_2026-06-24T07:09:45+00:00,2026-06-24T07:09:45+00:00,c318d933fd81bf05e3eb4529704cb21388d3e1ca,python -m src.data.external_audit,data/external/hrdataset_v14/schema_mapping.json,not_applicable,not_applicable,not_applicable,not_applicable,"{""labels"": [2, 3, 4], ""rows"": 311, ""task_type"": ""ordinal_multiclass_performance""}",reports\external_validation\hrdataset_v14,"External dataset schema, target, leakage, sensitive, proxy, missingness, and duplicate audit.",candidate
external_dataset_audit_ibm_hr_analytics_primary_2026-06-24T07:09:45+00:00,2026-06-24T07:09:45+00:00,c318d933fd81bf05e3eb4529704cb21388d3e1ca,python -m src.data.external_audit,data/external/ibm_hr_analytics/schema_mapping.json,not_applicable,not_applicable,not_applicable,not_applicable,"{""labels"": [3, 4], ""rows"": 1470, ""task_type"": ""restricted_ordinal_performance""}",reports\external_validation\ibm_hr_analytics,"External dataset schema, target, leakage, sensitive, proxy, missingness, and duplicate audit.",candidate
external_cross_dataset_feasibility_2026-06-24T07:17:13+00:00,2026-06-24T07:17:13+00:00,c318d933fd81bf05e3eb4529704cb21388d3e1ca,python -m src.experiments.external_validation --cross-dataset,configs/feature_sets.yaml; data/external/hrdataset_v14/schema_mapping.json,no_salary_hike_no_attrition_no_department,not_trained,42,train_on_inx_test_on_hrdataset if feasible,"{""feasible"": false, ""n_common_features"": 3}",reports\external_validation\hrdataset_v14\cross_dataset_inx_to_hrdataset,Cross-dataset feasibility gate based on common safe canonical features.,candidate
external_llm_agent_hrdataset_v14_primary_2026-06-24T07:24:09+00:00,2026-06-24T07:24:09+00:00,c318d933fd81bf05e3eb4529704cb21388d3e1ca,python -m src.experiments.external_validation --run-llm,data/external/hrdataset_v14/schema_mapping.json,department_free,gpt-5.4-mini,temperature=0.0,not_applicable,"{""agent_success_rate"": 0.0, ""case_ids"": ""hrdataset_v14_department_free_49;hrdataset_v14_department_free_209;hrdataset_v14_department_free_208;hrdataset_v14_department_free_1;hrdataset_v14_department_free_105"", ""dataset"": ""hrdataset_v14"", ""faithfulness_pass_rate"": 0.0, ""forbidden_claim_rate"": 0.0, ""missing_warning_rate"": 0.0, ""model"": ""gpt-5.4-mini"", ""model_provider"": ""openai"", ""n_cases"": 5, ""policy"": ""department_free"", ""target_kind"": ""primary"", ""unsupported_claim_rate"": 1.0}",reports\external_validation\hrdataset_v14\llm_agent_governance,Real OpenAI governed explanations and OpenAI Agents SDK audits for external representative cases.,candidate
external_llm_agent_employee_turnover_primary_2026-06-24T07:28:20+00:00,2026-06-24T07:28:20+00:00,c318d933fd81bf05e3eb4529704cb21388d3e1ca,python -m src.experiments.external_validation --run-llm,data/external/employee_turnover/schema_mapping.json,without_last_evaluation,gpt-5.4-mini,temperature=0.0,not_applicable,"{""agent_success_rate"": 0.0, ""case_ids"": ""employee_turnover_without_last_evaluation_2594;employee_turnover_without_last_evaluation_3989;employee_turnover_without_last_evaluation_1158;employee_turnover_without_last_evaluation_137;employee_turnover_without_last_evaluation_14587"", ""dataset"": ""employee_turnover"", ""faithfulness_pass_rate"": 0.2, ""forbidden_claim_rate"": 0.0, ""missing_warning_rate"": 0.0, ""model"": ""gpt-5.4-mini"", ""model_provider"": ""openai"", ""n_cases"": 5, ""policy"": ""without_last_evaluation"", ""target_kind"": ""primary"", ""unsupported_claim_rate"": 0.8}",reports\external_validation\employee_turnover\llm_agent_governance,Real OpenAI governed explanations and OpenAI Agents SDK audits for external representative cases.,candidate
external_llm_agent_ibm_hr_analytics_primary_2026-06-24T07:28:29+00:00,2026-06-24T07:28:29+00:00,c318d933fd81bf05e3eb4529704cb21388d3e1ca,python -m src.experiments.external_validation --run-llm,data/external/ibm_hr_analytics/schema_mapping.json,department_free,gpt-5.4-mini,temperature=0.0,not_applicable,"{""agent_success_rate"": 0.0, ""case_ids"": ""ibm_hr_analytics_department_free_45;ibm_hr_analytics_department_free_174;ibm_hr_analytics_department_free_918;ibm_hr_analytics_department_free_20;ibm_hr_analytics_department_free_272"", ""dataset"": ""ibm_hr_analytics"", ""faithfulness_pass_rate"": 0.0, ""forbidden_claim_rate"": 0.0, ""missing_warning_rate"": 0.0, ""model"": ""gpt-5.4-mini"", ""model_provider"": ""openai"", ""n_cases"": 5, ""policy"": ""department_free"", ""target_kind"": ""primary"", ""unsupported_claim_rate"": 1.0}",reports\external_validation\ibm_hr_analytics\llm_agent_governance,Real OpenAI governed explanations and OpenAI Agents SDK audits for external representative cases.,candidate
external_validation_reports_2026-06-24T07:31:04+00:00,2026-06-24T07:31:04+00:00,c318d933fd81bf05e3eb4529704cb21388d3e1ca,python -m src.governance.external_validation_reports,generated external validation artifacts,external policies; see reports,xgboost; OpenAI governed explanation and agents,42; LLM temperature 0,artifact aggregation,external validation summary tables,reports/external_validation; reports/manuscript_assets; reports/governance_reports,"Generated integrated external validation, manuscript, and governance summaries.",candidate
external_llm_agent_hrdataset_v14_primary_2026-06-24T07:37:37+00:00,2026-06-24T07:37:37+00:00,c318d933fd81bf05e3eb4529704cb21388d3e1ca,python -m src.experiments.external_validation --run-llm,data/external/hrdataset_v14/schema_mapping.json,department_free,gpt-5.4-mini,temperature=0.0,not_applicable,"{""agent_failure_rate"": 0.0, ""agent_runtime_success_rate"": 1.0, ""agent_success_rate"": 1.0, ""case_ids"": ""hrdataset_v14_department_free_49;hrdataset_v14_department_free_209;hrdataset_v14_department_free_208;hrdataset_v14_department_free_1;hrdataset_v14_department_free_105"", ""dataset"": ""hrdataset_v14"", ""faithfulness_pass_rate"": 1.0, ""forbidden_claim_rate"": 0.0, ""missing_warning_rate"": 0.0, ""model"": ""gpt-5.4-mini"", ""model_provider"": ""openai"", ""n_cases"": 5, ""policy"": ""department_free"", ""target_kind"": ""primary"", ""unsupported_claim_rate"": 0.0}",reports\external_validation\hrdataset_v14\llm_agent_governance,Real OpenAI governed explanations and OpenAI Agents SDK audits for external representative cases.,candidate
external_llm_agent_ibm_hr_analytics_primary_2026-06-24T07:41:54+00:00,2026-06-24T07:41:54+00:00,c318d933fd81bf05e3eb4529704cb21388d3e1ca,python -m src.experiments.external_validation --run-llm,data/external/ibm_hr_analytics/schema_mapping.json,department_free,gpt-5.4-mini,temperature=0.0,not_applicable,"{""agent_failure_rate"": 0.0, ""agent_runtime_success_rate"": 1.0, ""agent_success_rate"": 1.0, ""case_ids"": ""ibm_hr_analytics_department_free_45;ibm_hr_analytics_department_free_174;ibm_hr_analytics_department_free_918;ibm_hr_analytics_department_free_20;ibm_hr_analytics_department_free_272"", ""dataset"": ""ibm_hr_analytics"", ""faithfulness_pass_rate"": 1.0, ""forbidden_claim_rate"": 0.0, ""missing_warning_rate"": 0.0, ""model"": ""gpt-5.4-mini"", ""model_provider"": ""openai"", ""n_cases"": 5, ""policy"": ""department_free"", ""target_kind"": ""primary"", ""unsupported_claim_rate"": 0.0}",reports\external_validation\ibm_hr_analytics\llm_agent_governance,Real OpenAI governed explanations and OpenAI Agents SDK audits for external representative cases.,candidate
external_llm_agent_employee_turnover_primary_2026-06-24T07:41:57+00:00,2026-06-24T07:41:57+00:00,c318d933fd81bf05e3eb4529704cb21388d3e1ca,python -m src.experiments.external_validation --run-llm,data/external/employee_turnover/schema_mapping.json,without_last_evaluation,gpt-5.4-mini,temperature=0.0,not_applicable,"{""agent_failure_rate"": 0.2, ""agent_runtime_success_rate"": 1.0, ""agent_success_rate"": 0.8, ""case_ids"": ""employee_turnover_without_last_evaluation_2594;employee_turnover_without_last_evaluation_3989;employee_turnover_without_last_evaluation_1158;employee_turnover_without_last_evaluation_137;employee_turnover_without_last_evaluation_14587"", ""dataset"": ""employee_turnover"", ""faithfulness_pass_rate"": 0.8, ""forbidden_claim_rate"": 0.0, ""missing_warning_rate"": 0.0, ""model"": ""gpt-5.4-mini"", ""model_provider"": ""openai"", ""n_cases"": 5, ""policy"": ""without_last_evaluation"", ""target_kind"": ""primary"", ""unsupported_claim_rate"": 0.2}",reports\external_validation\employee_turnover\llm_agent_governance,Real OpenAI governed explanations and OpenAI Agents SDK audits for external representative cases.,candidate
external_validation_reports_2026-06-24T07:42:16+00:00,2026-06-24T07:42:16+00:00,c318d933fd81bf05e3eb4529704cb21388d3e1ca,python -m src.governance.external_validation_reports,generated external validation artifacts,external policies; see reports,xgboost; OpenAI governed explanation and agents,42; LLM temperature 0,artifact aggregation,external validation summary tables,reports/external_validation; reports/manuscript_assets; reports/governance_reports,"Generated integrated external validation, manuscript, and governance summaries.",candidate
external_llm_agent_employee_turnover_primary_2026-06-24T07:47:07+00:00,2026-06-24T07:47:07+00:00,c318d933fd81bf05e3eb4529704cb21388d3e1ca,python -m src.experiments.external_validation --run-llm,data/external/employee_turnover/schema_mapping.json,without_last_evaluation,gpt-5.4-mini,temperature=0.0,not_applicable,"{""agent_failure_rate"": 0.0, ""agent_runtime_success_rate"": 1.0, ""agent_success_rate"": 1.0, ""case_ids"": ""employee_turnover_without_last_evaluation_2594;employee_turnover_without_last_evaluation_3989;employee_turnover_without_last_evaluation_1158;employee_turnover_without_last_evaluation_137;employee_turnover_without_last_evaluation_14587"", ""dataset"": ""employee_turnover"", ""faithfulness_pass_rate"": 1.0, ""forbidden_claim_rate"": 0.0, ""missing_warning_rate"": 0.0, ""model"": ""gpt-5.4-mini"", ""model_provider"": ""openai"", ""n_cases"": 5, ""policy"": ""without_last_evaluation"", ""target_kind"": ""primary"", ""unsupported_claim_rate"": 0.0}",reports\external_validation\employee_turnover\llm_agent_governance,Real OpenAI governed explanations and OpenAI Agents SDK audits for external representative cases.,candidate
external_validation_reports_2026-06-24T07:47:18+00:00,2026-06-24T07:47:18+00:00,c318d933fd81bf05e3eb4529704cb21388d3e1ca,python -m src.governance.external_validation_reports,generated external validation artifacts,external policies; see reports,xgboost; OpenAI governed explanation and agents,42; LLM temperature 0,artifact aggregation,external validation summary tables,reports/external_validation; reports/manuscript_assets; reports/governance_reports,"Generated integrated external validation, manuscript, and governance summaries.",candidate
external_validation_reports_2026-06-24T07:52:38+00:00,2026-06-24T07:52:38+00:00,c318d933fd81bf05e3eb4529704cb21388d3e1ca,python -m src.governance.external_validation_reports,generated external validation artifacts,external policies; see reports,xgboost; OpenAI governed explanation and agents,42; LLM temperature 0,artifact aggregation,external validation summary tables,reports/external_validation; reports/manuscript_assets; reports/governance_reports,"Generated integrated external validation, manuscript, and governance summaries.",candidate
external_validation_reports_2026-06-24T07:53:11+00:00,2026-06-24T07:53:11+00:00,c318d933fd81bf05e3eb4529704cb21388d3e1ca,python -m src.governance.external_validation_reports,generated external validation artifacts,external policies; see reports,xgboost; OpenAI governed explanation and agents,42; LLM temperature 0,artifact aggregation,external validation summary tables,reports/external_validation; reports/manuscript_assets; reports/governance_reports,"Generated integrated external validation, manuscript, and governance summaries.",candidate
external_validation_reports_2026-06-24T07:54:42+00:00,2026-06-24T07:54:42+00:00,c318d933fd81bf05e3eb4529704cb21388d3e1ca,python -m src.governance.external_validation_reports,generated external validation artifacts,external policies; see reports,xgboost; OpenAI governed explanation and agents,42; LLM temperature 0,artifact aggregation,external validation summary tables,reports/external_validation; reports/manuscript_assets; reports/governance_reports,"Generated integrated external validation, manuscript, and governance summaries.",candidate
